AUC,FPR,TPR
0.7654994348759321,0.0,0.0
0.7654994348759321,0.006121313299944352,0.10559006211180125
0.7654994348759321,0.006121313299944352,0.10869565217391304
0.7654994348759321,0.008347245409015025,0.10869565217391304
0.7654994348759321,0.008347245409015025,0.11180124223602485
0.7654994348759321,0.010573177518085699,0.11180124223602485
0.7654994348759321,0.010573177518085699,0.11490683229813664
0.7654994348759321,0.011129660545353366,0.11490683229813664
0.7654994348759321,0.011129660545353366,0.11801242236024845
0.7654994348759321,0.011686143572621035,0.11801242236024845
0.7654994348759321,0.011686143572621035,0.12111801242236025
0.7654994348759321,0.012799109627156371,0.12111801242236025
0.7654994348759321,0.012799109627156371,0.12732919254658384
0.7654994348759321,0.012799109627156371,0.13975155279503104
0.7654994348759321,0.01335559265442404,0.13975155279503104
0.7654994348759321,0.01335559265442404,0.14285714285714285
0.7654994348759321,0.013912075681691708,0.14285714285714285
0.7654994348759321,0.013912075681691708,0.14596273291925466
0.7654994348759321,0.015025041736227046,0.14596273291925466
0.7654994348759321,0.015025041736227046,0.15217391304347827
0.7654994348759321,0.015581524763494713,0.15217391304347827
0.7654994348759321,0.015581524763494713,0.15527950310559005
0.7654994348759321,0.016138007790762382,0.15527950310559005
0.7654994348759321,0.016138007790762382,0.16149068322981366
0.7654994348759321,0.01725097384529772,0.16149068322981366
0.7654994348759321,0.01725097384529772,0.16770186335403728
0.7654994348759321,0.018920422927100722,0.16770186335403728
0.7654994348759321,0.018920422927100722,0.17391304347826086
0.7654994348759321,0.019476905954368393,0.17391304347826086
0.7654994348759321,0.019476905954368393,0.18012422360248448
0.7654994348759321,0.02003338898163606,0.18012422360248448
0.7654994348759321,0.02003338898163606,0.18322981366459629
0.7654994348759321,0.020589872008903727,0.18322981366459629
0.7654994348759321,0.020589872008903727,0.18633540372670807
0.7654994348759321,0.021702838063439065,0.18633540372670807
0.7654994348759321,0.021702838063439065,0.18944099378881987
0.7654994348759321,0.022259321090706732,0.18944099378881987
0.7654994348759321,0.022259321090706732,0.19254658385093168
0.7654994348759321,0.023928770172509738,0.19254658385093168
0.7654994348759321,0.023928770172509738,0.1956521739130435
0.7654994348759321,0.02448525319977741,0.1956521739130435
0.7654994348759321,0.02448525319977741,0.20186335403726707
0.7654994348759321,0.025598219254312743,0.20186335403726707
0.7654994348759321,0.025598219254312743,0.2080745341614907
0.7654994348759321,0.02949360044518642,0.2080745341614907
0.7654994348759321,0.02949360044518642,0.2111801242236025
0.7654994348759321,0.032276015581524764,0.2111801242236025
0.7654994348759321,0.032276015581524764,0.21428571428571427
0.7654994348759321,0.032832498608792435,0.21428571428571427
0.7654994348759321,0.032832498608792435,0.2204968944099379
0.7654994348759321,0.03394546466332777,0.2204968944099379
0.7654994348759321,0.03394546466332777,0.2236024844720497
0.7654994348759321,0.035058430717863104,0.2236024844720497
0.7654994348759321,0.035058430717863104,0.2267080745341615
0.7654994348759321,0.036171396772398445,0.2267080745341615
0.7654994348759321,0.036171396772398445,0.22981366459627328
0.7654994348759321,0.04006677796327212,0.22981366459627328
0.7654994348759321,0.04006677796327212,0.2329192546583851
0.7654994348759321,0.0439621591541458,0.2329192546583851
0.7654994348759321,0.0439621591541458,0.2360248447204969
0.7654994348759321,0.047857540345019475,0.2360248447204969
0.7654994348759321,0.047857540345019475,0.2453416149068323
0.7654994348759321,0.04897050639955482,0.2453416149068323
0.7654994348759321,0.04897050639955482,0.2484472049689441
0.7654994348759321,0.0562047857540345,0.2484472049689441
0.7654994348759321,0.0562047857540345,0.2608695652173913
0.7654994348759321,0.05676126878130217,0.2608695652173913
0.7654994348759321,0.05676126878130217,0.2639751552795031
0.7654994348759321,0.05843071786310518,0.2639751552795031
0.7654994348759321,0.05843071786310518,0.2670807453416149
0.7654994348759321,0.05898720089037284,0.2670807453416149
0.7654994348759321,0.05898720089037284,0.2732919254658385
0.7654994348759321,0.06010016694490818,0.2732919254658385
0.7654994348759321,0.06010016694490818,0.2795031055900621
0.7654994348759321,0.06065664997217585,0.2795031055900621
0.7654994348759321,0.06065664997217585,0.2826086956521739
0.7654994348759321,0.06121313299944352,0.2826086956521739
0.7654994348759321,0.06121313299944352,0.2857142857142857
0.7654994348759321,0.06343906510851419,0.2857142857142857
0.7654994348759321,0.06343906510851419,0.2919254658385093
0.7654994348759321,0.06622148024485253,0.2919254658385093
0.7654994348759321,0.06622148024485253,0.2950310559006211
0.7654994348759321,0.0667779632721202,0.2950310559006211
0.7654994348759321,0.0667779632721202,0.2981366459627329
0.7654994348759321,0.06789092932665554,0.2981366459627329
0.7654994348759321,0.06789092932665554,0.30745341614906835
0.7654994348759321,0.06844741235392321,0.30745341614906835
0.7654994348759321,0.06844741235392321,0.3105590062111801
0.7654994348759321,0.07122982749026155,0.3105590062111801
0.7654994348759321,0.07122982749026155,0.3136645962732919
0.7654994348759321,0.07178631051752922,0.3136645962732919
0.7654994348759321,0.07178631051752922,0.3198757763975155
0.7654994348759321,0.07345575959933222,0.3198757763975155
0.7654994348759321,0.07345575959933222,0.32298136645962733
0.7654994348759321,0.0773511407902059,0.32298136645962733
0.7654994348759321,0.0773511407902059,0.32608695652173914
0.7654994348759321,0.07790762381747357,0.32608695652173914
0.7654994348759321,0.07790762381747357,0.32919254658385094
0.7654994348759321,0.08013355592654424,0.32919254658385094
0.7654994348759321,0.08013355592654424,0.33229813664596275
0.7654994348759321,0.08124652198107958,0.33229813664596275
0.7654994348759321,0.08124652198107958,0.33540372670807456
0.7654994348759321,0.08291597106288258,0.33540372670807456
0.7654994348759321,0.08291597106288258,0.3385093167701863
0.7654994348759321,0.08458542014468559,0.3385093167701863
0.7654994348759321,0.08458542014468559,0.3416149068322981
0.7654994348759321,0.08903728436282693,0.3416149068322981
0.7654994348759321,0.08903728436282693,0.34782608695652173
0.7654994348759321,0.0895937673900946,0.34782608695652173
0.7654994348759321,0.0895937673900946,0.35093167701863354
0.7654994348759321,0.09015025041736227,0.35093167701863354
0.7654994348759321,0.09015025041736227,0.35403726708074534
0.7654994348759321,0.09181969949916527,0.35403726708074534
0.7654994348759321,0.09181969949916527,0.36024844720496896
0.7654994348759321,0.09515859766277128,0.36024844720496896
0.7654994348759321,0.09515859766277128,0.36645962732919257
0.7654994348759321,0.09627156371730662,0.36645962732919257
0.7654994348759321,0.09627156371730662,0.3695652173913043
0.7654994348759321,0.09682804674457429,0.3695652173913043
0.7654994348759321,0.09682804674457429,0.37267080745341613
0.7654994348759321,0.09794101279910963,0.37267080745341613
0.7654994348759321,0.09794101279910963,0.37577639751552794
0.7654994348759321,0.10294936004451864,0.37577639751552794
0.7654994348759321,0.10294936004451864,0.37888198757763975
0.7654994348759321,0.10350584307178631,0.37888198757763975
0.7654994348759321,0.10350584307178631,0.38198757763975155
0.7654994348759321,0.10517529215358931,0.38198757763975155
0.7654994348759321,0.10517529215358931,0.38509316770186336
0.7654994348759321,0.10573177518085698,0.38509316770186336
0.7654994348759321,0.10573177518085698,0.3944099378881988
0.7654994348759321,0.10684474123539232,0.3944099378881988
0.7654994348759321,0.10684474123539232,0.39751552795031053
0.7654994348759321,0.11018363939899833,0.39751552795031053
0.7654994348759321,0.11018363939899833,0.40062111801242234
0.7654994348759321,0.11129660545353366,0.40062111801242234
0.7654994348759321,0.11129660545353366,0.40372670807453415
0.7654994348759321,0.11185308848080133,0.40372670807453415
0.7654994348759321,0.11185308848080133,0.40683229813664595
0.7654994348759321,0.11407902058987202,0.40683229813664595
0.7654994348759321,0.11407902058987202,0.40993788819875776
0.7654994348759321,0.11463550361713967,0.40993788819875776
0.7654994348759321,0.11463550361713967,0.4161490683229814
0.7654994348759321,0.11519198664440734,0.4161490683229814
0.7654994348759321,0.11519198664440734,0.4192546583850932
0.7654994348759321,0.11630495269894268,0.4192546583850932
0.7654994348759321,0.11630495269894268,0.422360248447205
0.7654994348759321,0.11686143572621036,0.422360248447205
0.7654994348759321,0.11686143572621036,0.4254658385093168
0.7654994348759321,0.11797440178074568,0.4254658385093168
0.7654994348759321,0.11797440178074568,0.42857142857142855
0.7654994348759321,0.1196438508625487,0.42857142857142855
0.7654994348759321,0.1196438508625487,0.43478260869565216
0.7654994348759321,0.12020033388981637,0.43478260869565216
0.7654994348759321,0.12020033388981637,0.43788819875776397
0.7654994348759321,0.12075681691708402,0.43788819875776397
0.7654994348759321,0.12075681691708402,0.4409937888198758
0.7654994348759321,0.1229827490261547,0.4409937888198758
0.7654994348759321,0.1229827490261547,0.4472049689440994
0.7654994348759321,0.12409571508069003,0.4472049689440994
0.7654994348759321,0.12409571508069003,0.4503105590062112
0.7654994348759321,0.12576516416249303,0.4503105590062112
0.7654994348759321,0.12576516416249303,0.453416149068323
0.7654994348759321,0.12799109627156371,0.453416149068323
0.7654994348759321,0.12799109627156371,0.45962732919254656
0.7654994348759321,0.1285475792988314,0.45962732919254656
0.7654994348759321,0.1285475792988314,0.46273291925465837
0.7654994348759321,0.1302170283806344,0.46273291925465837
0.7654994348759321,0.1302170283806344,0.4658385093167702
0.7654994348759321,0.13244296048970505,0.4658385093167702
0.7654994348759321,0.13244296048970505,0.468944099378882
0.7654994348759321,0.13466889259877574,0.468944099378882
0.7654994348759321,0.13466889259877574,0.4720496894409938
0.7654994348759321,0.13912075681691707,0.4720496894409938
0.7654994348759321,0.13912075681691707,0.4751552795031056
0.7654994348759321,0.1457985531441291,0.4751552795031056
0.7654994348759321,0.1457985531441291,0.4782608695652174
0.7654994348759321,0.14635503617139678,0.4782608695652174
0.7654994348759321,0.14635503617139678,0.4813664596273292
0.7654994348759321,0.14691151919866444,0.4813664596273292
0.7654994348759321,0.14691151919866444,0.4937888198757764
0.7654994348759321,0.14802448525319978,0.4937888198757764
0.7654994348759321,0.14802448525319978,0.5
0.7654994348759321,0.14858096828046743,0.5
0.7654994348759321,0.14858096828046743,0.5031055900621118
0.7654994348759321,0.14969393433500278,0.5031055900621118
0.7654994348759321,0.14969393433500278,0.5062111801242236
0.7654994348759321,0.15080690038953812,0.5062111801242236
0.7654994348759321,0.15080690038953812,0.5093167701863354
0.7654994348759321,0.15358931552587646,0.5093167701863354
0.7654994348759321,0.15358931552587646,0.5186335403726708
0.7654994348759321,0.15859766277128548,0.5186335403726708
0.7654994348759321,0.15859766277128548,0.5217391304347826
0.7654994348759321,0.15915414579855314,0.5217391304347826
0.7654994348759321,0.15915414579855314,0.5248447204968945
0.7654994348759321,0.15971062882582082,0.5248447204968945
