AUC,FPR,TPR
0.8856015779092703,0.0,0.0
0.8856015779092703,0.0,0.038461538461538464
0.8856015779092703,0.0,0.07692307692307693
0.8856015779092703,0.02564102564102564,0.07692307692307693
0.8856015779092703,0.02564102564102564,0.34615384615384615
0.8856015779092703,0.05128205128205128,0.34615384615384615
0.8856015779092703,0.05128205128205128,0.8461538461538461
0.8856015779092703,0.10256410256410256,0.8461538461538461
0.8856015779092703,0.10256410256410256,0.8846153846153846
0.8856015779092703,0.28205128205128205,0.8846153846153846
0.8856015779092703,0.28205128205128205,0.9230769230769231
0.8856015779092703,0.46153846153846156,0.9230769230769231
0.8856015779092703,0.5128205128205128,0.9230769230769231
0.8856015779092703,0.5641025641025641,0.9230769230769231
0.8856015779092703,0.9743589743589743,0.9615384615384616
0.8856015779092703,0.9743589743589743,1.0
0.8856015779092703,1.0,1.0
