AUC,FPR,TPR
0.9028599605522682,0.0,0.0
0.9028599605522682,0.0,0.038461538461538464
0.9028599605522682,0.0,0.5
0.9028599605522682,0.02564102564102564,0.5
0.9028599605522682,0.02564102564102564,0.5769230769230769
0.9028599605522682,0.10256410256410256,0.5769230769230769
0.9028599605522682,0.10256410256410256,0.7307692307692307
0.9028599605522682,0.15384615384615385,0.7307692307692307
0.9028599605522682,0.15384615384615385,0.7692307692307693
0.9028599605522682,0.1794871794871795,0.7692307692307693
0.9028599605522682,0.1794871794871795,0.8076923076923077
0.9028599605522682,0.23076923076923078,0.8076923076923077
0.9028599605522682,0.23076923076923078,0.8846153846153846
0.9028599605522682,0.3076923076923077,0.8846153846153846
0.9028599605522682,0.3076923076923077,0.9230769230769231
0.9028599605522682,0.358974358974359,0.9230769230769231
0.9028599605522682,0.358974358974359,0.9615384615384616
0.9028599605522682,0.5128205128205128,0.9615384615384616
0.9028599605522682,0.5641025641025641,0.9615384615384616
0.9028599605522682,0.5897435897435898,0.9615384615384616
0.9028599605522682,0.6153846153846154,1.0
0.9028599605522682,0.6923076923076923,1.0
0.9028599605522682,0.717948717948718,1.0
0.9028599605522682,0.8974358974358975,1.0
0.9028599605522682,0.9487179487179487,1.0
0.9028599605522682,1.0,1.0
